Pass,ImageQuality_Correlation_Image_QC_16,ImageQuality_Correlation_Image_QC_30,ImageQuality_Correlation_Image_QC_60,ImageQuality_FocusScore_Image_QC,ImageQuality_LocalFocusScore_Image_QC_16,ImageQuality_LocalFocusScore_Image_QC_30,ImageQuality_LocalFocusScore_Image_QC_60,ImageQuality_MADIntensity_Image_QC,ImageQuality_MaxIntensity_Image_QC,ImageQuality_MeanIntensity_Image_QC,ImageQuality_MedianIntensity_Image_QC,ImageQuality_MinIntensity_Image_QC,ImageQuality_PercentMaximal_Image_QC,ImageQuality_PercentMinimal_Image_QC,ImageQuality_PowerLogLogSlope_Image_QC,ImageQuality_Scaling_Image_QC,ImageQuality_StdIntensity_Image_QC,ImageQuality_ThresholdOtsu_Image_QC_2W,ImageQuality_TotalArea_Image_QC,ImageQuality_TotalIntensity_Image_QC
0,0.6150551166009340,0.4648821105340350,0.30002809336595300,0.2232683278651890,0.12124001146963700,0.08462755408979050,0.06505612824217400,0.01980621,1.0,0.0988140913847227,0.023102159,0.0,0.03544832229418790,0.07844123475839220,-1.659359906778400,65535,0.14853302,0.036029535978360900,32884490,3249451.0
0,0.6001266763325060,0.4582669080685280,0.2925758932808750,0.17420571455377100,0.09831638573964820,0.06654784858722220,0.05010130454441720,0.018585488,1.0,0.07863253690378420,0.021866178,0.0,0.009105504561390210,0.08960982381622900,-1.6947128113837500,65535,0.117039464,0.030705761302568800,32936121,2589850.8
1,0.5831543484043170,0.4300183946945830,0.2588564424752530,0.16937484717274600,0.12584640842327700,0.0786820806190611,0.055752972046387200,0.01808194,1.0,0.07240888960285310,0.021408407,0.0,0.007764866363522070,0.13435617809451300,-1.7377193902890300,65535,0.11074405,0.02961082801166460,32930380,2384452.2
0,0.4091007546243000,0.3383424557052110,0.25062621141485700,0.05951076064823980,0.050514813633766100,0.023787460173847200,0.014319906351384600,0.012100404,0.96531624,0.03402951720813750,0.015304799,0.0,3.03300847386172E-06,0.10074137645931700,-1.5815715301164700,65535,0.04500136,0.01744687637883450,32970564,1121972.4
1,0.48262729106123900,0.4159089031102660,0.3149049120420850,0.07971475992636190,0.028104194760975100,0.018564249691567600,0.014384642416548600,0.022735942,1.0,0.053058248915055500,0.026016632,0.0,3.03353696455797E-05,0.07216481084986960,-1.5926046946954600,65535,0.0650348,0.021175213337024300,32964820,1749055.6
0,0.471196825485231,0.4029278564845840,0.29589929991527400,0.07204034850395420,0.02325997543198720,0.017220059281251200,0.013047645714614300,0.022186618,1.0,0.05062843456915930,0.025375754,0.0,0.00018491706106040200,0.07831692249992590,-1.5852373578774500,65535,0.0603928,0.020587774860616200,32987762,1670118.8
0,0.4238619845817230,0.3592945755362470,0.2660520276891480,0.07312743153314240,0.02814366916014090,0.020469729607405500,0.015143319143935300,0.024200808,1.0,0.052883645818355200,0.027512016,0.0,0.00016077765421155500,0.08392290195778650,-1.5182313470876500,65535,0.06218718,0.02121256522878720,32964780,1743297.8
1,0.1761120924994940,0.08397525823075520,0.059000852522586500,0.03387328962225520,0.11763785264440400,0.08653155292540070,0.014448323071818800,0.005630579,0.52208745,0.017015905381518100,0.0087281605,0.0,3.0319556298762E-06,0.11756407954845000,-1.6452563401114500,65535,0.024008013,0.010169495854533700,32982013,561218.8
1,0.23690667542404600,0.18727848497118800,0.15773268935445600,0.05480470845845780,0.02586556339733130,0.022271162212304900,0.01825900002321790,0.015625238,1.0,0.03597382494247300,0.018799115,0.0,0.00022121696117109000,0.1566397907251180,-1.379606858309980,65535,0.04440197,0.016813198469906800,32999278,1187110.2
0,0.18273109729765300,0.11918935465693200,0.1007347379680790,0.04470183572784810,0.037144839013750000,0.02343185511344470,0.015834497016986300,0.012512399,1.0,0.02921509493660890,0.015701534,0.0,6.98930259887797E-05,0.12316974475553100,-1.512542585432580,65535,0.036138184,0.01524978508329060,32907432,961393.75
1,0.13697867133326200,0.10304729411457800,0.08402879035641270,0.08368006806315170,0.6432889073771070,0.1664743502088820,0.06724627030793770,0.010315099,1.0,0.030252673222344800,0.01373312,0.0,0.0002250302346365930,0.08412481636468520,-1.2961223207391600,65535,0.050314467,0.01585306391520930,32884470,994843.1
1,0.27613079545001800,0.2203386771671220,0.19058715376098300,0.0757603175945327,0.5064858955246440,0.24528005204900300,0.056182410248295000,0.007904174,1.0,0.025830457491039700,0.011139086,0.0,0.00017047139541735100,0.07287956567297880,-1.491003361156690,65535,0.04423713,0.015181624216413600,32850086,848532.75
1,0.17370033555190900,0.0903432438278801,0.05559225499096340,0.04482175900187580,0.1611990921694010,0.11262122793596800,0.030889165700433600,0.0065003433,1.0,0.019879642424345500,0.00952163,0.0,0.00016392526950528600,0.14541385666374400,-1.6286734614992300,65535,0.029850302,0.01292349082267570,32941840,654872.0
1,0.1095698309548250,0.06643350333921520,0.04542714805081660,0.08127162425901600,0.7345586419524830,0.191555325392285,0.06994279891438910,0.009521629,1.0,0.028578532319726300,0.012863356,0.0,0.0004041640935392520,0.11195345391037300,-1.3203101748488000,65535,0.048193607,0.015692924968276200,32907426,940445.94
0,0.562834101050384,0.4835833710553280,0.39129251729335000,0.08297657172228830,0.49158362460567800,0.2419250945634070,0.07969057334522190,0.00421149,0.9259785,0.025120244232357000,0.008789197,0.0,1.58700025877626E-06,0.029273806773386900,-1.866154699690130,65535,0.04565514,0.017971992744466300,63011962,1582875.9
0,0.6858517373133570,0.6254756816955820,0.5255288628851700,0.11973295106805900,1.291790631557720,0.9636082194443400,0.12535198267956000,0.0032349126,0.93794155,0.028874044541575300,0.007812619,0.0,1.5851489298937E-06,0.04656533496455730,-1.8919890196007300,65535,0.058797743,0.021627798572791800,63085555,1821535.1
0,0.7346253250950000,0.6753901904477580,0.5962238669036200,0.09949906987843060,0.29715953547376100,0.09209013812247830,0.04344931261865070,0.0066529335,0.77460897,0.03390135282845350,0.011535821,0.0,1.58680620151791E-06,0.043786330324685300,-1.9588442579572600,65535,0.05807885,0.023096336578242500,63019668,2136452.0
1,0.5116912191653630,0.444007622994288,0.36075216020857900,0.12756975962739000,3.1679154902585300,2.257847212655050,0.2539269539619300,0.002746624,1.0,0.028354914003823600,0.0072632944,0.0,3.0114590772826E-05,0.04376284030676310,-1.7432930695669000,65535,0.060143407,0.02251040606231540,63092340,1788977.9
0,0.49341141664472900,0.42310781955850900,0.3330937389320220,0.12513059690309400,4.654693230822920,3.8416832056640100,0.4497365206467420,0.0018921187,0.9748074,0.025517491139009300,0.006347753,0.0,6.34727244611741E-06,0.01662826699071610,-1.7368949026596200,65535,0.056506805,0.021865916010154500,63019195,1608091.8
0,0.4978193156231170,0.44692678439114900,0.37176248787695100,0.08423925665433130,1.2543493150774500,0.7563439851992890,0.12020499057834700,0.004028382,0.8754406,0.024091096371006400,0.0087281605,0.0,1.58583662666669E-06,0.06429933186482750,-1.7052972094003000,65535,0.04504904,0.019434604433796200,63058198,1519141.1
0,0.6192261700947280,0.5682279203358000,0.4830561275480800,0.11276804492705600,2.722830085685730,2.8734772310343800,0.6373583778819660,0.0017700465,0.9781033,0.021407541953044700,0.006225681,0.0,1.58542514855909E-06,0.06430167317525970,-1.8104766326586700,65535,0.049133357,0.020189662616189300,63074564,1350271.4
1,0.4257414154500030,0.3686999943283710,0.30074992158991600,0.08274154833818180,2.394677159822100,1.8487410286611300,0.2979756996454810,0.0017090105,0.857496,0.02152669258950260,0.0061036088,0.0,1.58440921056367E-06,0.03396973347448520,-1.8309225097826100,65535,0.042203695,0.018548546274916700,63115008,1358657.4
0,0.7391386923527370,0.6590867037855110,0.5687754137594600,0.08374884400045220,0.16911354898305100,0.060113438596410800,0.030532364710491300,0.00561532,0.74225986,0.03231204765958800,0.010070954,0.0,1.5875945362934E-06,0.0513332817365109,-2.1634275732751400,65535,0.052020155,0.021114164339162800,62988375,2035283.4
1,0.7872412126399510,0.7188983329002120,0.6286933198339560,0.09627444411055980,0.4189297646486740,0.3770703950216310,0.06543025901891290,0.0033569848,0.7654536,0.02706684758243060,0.007629511,0.0,1.58576555940481E-06,0.05042734478907290,-2.17375085936962,65535,0.051047485,0.020317592141961700,63061024,1706863.1
1,0.6625760600867300,0.6001282651797830,0.5557414827131950,0.004536543711263810,0.011425999559688500,0.02687394665791180,0.028469624342661700,0.0011596857,0.1432517,0.006498703786663080,0.004943923,0.0,1.58830209156355E-06,0.08746303127613010,-2.1606456776746600,65535,0.005429701,0.007446153139792010,62960315,409160.44
0,0.7498178582049750,0.679758419045869,0.5791321262784140,0.1437956935129730,1.6616275976109100,1.6338328766137900,0.2439721882498290,0.0033569848,1.0,0.030090338741315500,0.007812619,0.0,1.58708984936216E-06,0.09372400396423300,-2.098019156060910,65535,0.06577888,0.023974054284406000,63008405,1895944.2
0,0.746350514031404,0.6768788743436190,0.584773924745238,0.12316279284032700,0.9772817586229090,0.8959254407715940,0.13220028712765200,0.003418021,1.0,0.02804357261247170,0.0079957275,0.0,0.0001778629543703710,0.05400681564488900,-2.145724886152220,65535,0.058770098,0.022573372552919300,62969830,1765899.0
0,0.7458935629070610,0.6795464098115040,0.5954963613798280,0.0472762818188495,0.3878386076441870,0.5938961356180420,0.13123870158854900,0.0017700465,0.6463111,0.012901501436442600,0.0058594644,0.0,1.58889729415558E-06,0.0638990935817606,-1.8641530944084400,65535,0.024696862,0.01445924040418100,62936730,811978.3
0,0.7512805230170030,0.6963001648965020,0.6014849170378120,0.11596008644345000,0.7071496592847580,0.5084387825914520,0.15593992175614100,0.0030518044,0.909926,0.02906881923089010,0.0072632944,0.0,1.58727286522117E-06,0.06422423467257890,-1.960745682720950,65535,0.058058787,0.01983212740265120,63001140,1831368.8
1,0.38775662923338100,0.26680697616016200,0.1978844281537630,0.0111844197432495,0.05016449592165230,0.0990420326850289,0.036163934135651400,0.0012817578,0.35022506,0.008858821958028860,0.005493248,0.0,1.58631291148461E-06,0.05827637742921020,-1.81541943670119,65535,0.009953934,0.010465508216404200,63039265,558453.6
1,0.3702140990715560,0.28993667726732900,0.2322316893349590,0.030625774885170800,0.4794301948558440,0.43144379210488200,0.1111393174256690,0.0018921187,0.5611658,0.012924518254074900,0.0061036088,0.0,1.58692999378939E-06,0.060630247342717500,-1.730640880736800,65535,0.019895311,0.01348676818774770,63014752,814435.3
0,0.5562713069467810,0.4810334843022530,0.4007400494903380,0.04195806111720660,0.19492786604976600,0.10866179809219400,0.06104024236265840,0.0033569848,0.8111086,0.01634477585732170,0.007873655,0.0,1.58837172123346E-06,0.052792710898636400,-1.7877947825608100,65535,0.02618769,0.014037105171642300,62957555,1029027.1
0,0.5232118742483430,0.4103101881493480,0.3116685041155670,0.04665546125757830,0.4316251547008100,0.42213865808995600,0.09913697832657730,0.003479057,0.73890287,0.018669013432346000,0.007873655,0.0,1.58736498111575E-06,0.07888410273654740,-2.0967615218718700,65535,0.029512903,0.01608066391050510,62997484,1176100.9
0,0.3317228024266410,0.19733982615254900,0.13284460870966700,0.016045191388254600,0.02627895503603710,0.016146021283954700,0.006984449255191210,0.004272526,0.3867857,0.015108211235397500,0.008789197,0.0,1.58629006300474E-06,0.03194153670866350,-2.3289591191227300,65535,0.015569654,0.012511804406631400,63040173,952424.25
0,0.8381523843856440,0.794787383123289,0.7295850678339710,0.2214893007697260,0.488670518029918,0.2654958925692970,0.155096440188868,0.05552758,1.0,0.16979878082213800,0.06083772,0.0,0.08104930602951700,0.19574520679160200,-1.3162344978984100,65535,0.1939294,0.05820981805316630,33010770,5605188.5
0,0.8918350917775420,0.8551848801271820,0.7988674677159460,0.22298383206906200,0.3171556083799870,0.1667784010136890,0.09458769964331470,0.07296865,1.0,0.1698832071275270,0.07747006,0.0,0.06848332481496410,0.24037498521937200,-1.5577594297446400,65535,0.19463095,0.04783265604472560,32999274,5606022.5
0,0.9015410051179220,0.8703603485859440,0.8241194529762390,0.2580137563921390,0.5223429557996660,0.2875031341009730,0.13898777973149300,0.03263905,1.0,0.15788003696061400,0.036560617,0.0,0.10977460213645900,0.23484429764822000,-1.5957202086452600,65535,0.20182969,0.05012295865699470,32964820,5204487.0
0,0.9167823590241250,0.8831446434545100,0.8213851470054610,0.26309831573581400,0.3123426550967790,0.15070101715821800,0.0914972851637255,0.028946364,1.0,0.15344152320919600,0.03276112,0.0,0.05209189359493580,0.20694181209290300,-1.5286214613546400,65535,0.20092338,0.04758717421820370,32964822,5058172.5
0,0.80806827953783,0.7676660310069100,0.7080971622420400,0.21167665784696300,0.44365620702113200,0.2429974348208240,0.14169456255616500,0.047196154,1.0,0.15282256227061000,0.052460518,0.0,0.07613094461877510,0.23477671972856500,-1.2359882268101900,65535,0.1798582,0.05448889664292400,33004976,5043905.0
0,0.7811793572543160,0.7432262448354900,0.6844170865021790,0.21422228188722800,0.85663951966159,0.478738373183855,0.26518537304362900,0.060151063,1.0,0.16136037725777200,0.06552224,0.0,0.14286381547659500,0.223666204031718,-1.217497707912290,65535,0.185922,0.05301970781539270,32970560,5320142.0
0,0.8774843709330250,0.8313179108937320,0.7558746400678890,0.16531104979644600,0.023297721381266000,0.0223975718782852,0.03308411730081820,0.05037003,1.0,0.13316367603876200,0.0552224,0.0,0.0009287475784272700,0.20695288360340500,-1.5415198685089900,65535,0.14836922,0.04655529782503920,32947596,4387423.0
0,0.8209441251203780,0.7862735928736700,0.7386322294221020,0.22637864998470700,0.5930863135068910,0.3230720482897520,0.18151574365099000,0.044220645,1.0,0.1558698998879820,0.04864576,0.0,0.07796334120976680,0.22926004002538900,-1.2667567032059800,65535,0.18784466,0.051014284600971800,32959080,5137328.5
0,0.8610683800690310,0.8291292178425160,0.7788965366286670,0.23221226891103000,0.42016756358900000,0.1948887039738750,0.10622156014057900,0.0542916,1.0,0.16604980320508200,0.058548868,0.0,0.06843685894329350,0.26253338652670900,-1.2545277599150900,65535,0.19636396,0.049199652658949000,33056748,5489066.5
0,0.8690877254628330,0.838567825804484,0.7946183633764770,0.23570595707599500,0.4228826629419070,0.20270546333397700,0.11226079082327700,0.04274052,1.0,0.161089958934257,0.04679942,0.0,0.08211938560203290,0.2792954540298120,-1.332131221440560,65535,0.19485857,0.04885250473155510,33056750,5325110.5
0,0.824045819421434,0.7881906196913030,0.7379522305440890,0.20876706820419500,0.3821708529696290,0.18456748051537200,0.10510523792123100,0.07248035,1.0,0.1594943718116760,0.0771191,0.0,0.07610891147095320,0.27376629091939800,-1.2085950054368800,65535,0.18247513,0.04634211364950880,33039495,5269613.5
0,0.775347372816185,0.7365360494747320,0.685391578369343,0.1974295025743890,0.42480380466264600,0.20358571325906200,0.12918252249240900,0.05981537,1.0,0.15256828840277100,0.06474403,0.0,0.10006958942240800,0.22350912226559000,-1.1148695241197300,65535,0.17355542,0.05088981105341490,33051000,5042534.5
0,0.8640764845252960,0.8290240404400010,0.7800998891238850,0.22624828971328300,0.4218899070744500,0.18638132634307600,0.09406021521781640,0.03825437,1.0,0.14816074871902900,0.042374305,0.0,0.06661776401079250,0.22911317938680400,-1.4164449642366800,65535,0.18308772,0.04869664452984120,33045240,4896007.5
0,0.81141773204418,0.7829525851520940,0.7440750752677200,0.275952866347877,2.2715217199626600,1.1253593624756300,0.517728697913299,0.035339892,1.0,0.16517158398311400,0.039658196,0.0,0.283531357155606,0.1956636088633750,-1.3898084897513400,65535,0.21349372,0.053445038700803,33033736,5456234.5
0,0.8109934774725060,0.7826647924439880,0.7407451785114260,0.24992323702663700,0.8558110363479430,0.4141919837389410,0.2325652722371530,0.055146106,1.0,0.17151966330855400,0.059815366,0.0,0.19689313650930100,0.19572017933696800,-1.1327372493995300,65535,0.20704287,0.052042092117103800,32993532,5659039.5
0,0.8851691274828170,0.8504662831527800,0.7948114891018950,0.21144397280328500,0.651663044982938,0.39449746027814100,0.1847923047600010,0.06929122,1.0,0.16697412459444700,0.0736553,0.0,0.03460058428384060,0.27391320138204500,-1.6727634688129200,65535,0.18789804,0.04822837297081210,32958981,5503297.0
0,0.7761891877093370,0.7324483469441290,0.6749935011941890,0.15498099210266200,0.3792387785930380,0.19866942771097400,0.10456026272726200,0.10560769,1.0,0.15398875322833800,0.11210804,0.0,0.06194926571997880,0.2571357061676420,-1.2603082834002400,65535,0.15448408,0.038469258879685800,32970528,5077090.5
0,0.8872211273085140,0.8573161108137330,0.8099075603651230,0.24218969313055800,0.8897079577116260,0.4835801757047500,0.2419333206811070,0.052506294,1.0,0.17440527869158800,0.05664149,0.0,0.06752984074788030,0.20124171191296200,-1.46202630890049,65535,0.20552167,0.05137218873979000,33016515,5758254.5
0,0.9145903727922540,0.8865791622361690,0.8410660890469430,0.28400004024805000,0.6707980026497670,0.3262808247507630,0.15484563132687700,0.0387274,1.0,0.1699851327745670,0.042694744,0.0,0.2365551386618820,0.21798018849578500,-1.595107585528090,65535,0.2197175,0.04795780373868090,33033736,5615244.0
0,0.8984644127747210,0.8640558504488230,0.8008536680167400,0.2604564048115120,0.8027649215293050,0.3790377039026500,0.19306476684401200,0.036484323,1.0,0.16654369370203000,0.040650036,0.0,0.11733916079728900,0.2402637406449520,-1.4922089239016600,65535,0.20827234,0.053234417004131400,33068244,5507307.5
0,0.886457943041595,0.8559419475744560,0.8063706538654060,0.2609656263951940,0.802569843889795,0.41781523383013000,0.22546059303906900,0.034195468,1.0,0.16879776069804800,0.03825437,0.0,0.1322121093042170,0.22912127122071700,-1.4122586139297100,65535,0.2098819,0.05234722868451540,33056730,5579902.0
0,0.8622103974839370,0.8260706312133280,0.7753129948086070,0.22710292400687800,0.37666920564008700,0.21244577148989700,0.12630245530328900,0.04834058,1.0,0.15760069620849000,0.052933548,0.0,0.1384291161123180,0.22907068270717700,-1.3681678128984600,65535,0.18918663,0.05295272819482790,33079746,5213391.0
0,0.912950057875112,0.8751293494408620,0.7976368021836540,0.25204127582811600,0.19485653686676400,0.09280649717049060,0.060760906283183200,0.05168231,1.0,0.18161966271668400,0.05680934,0.0,0.07733402276606050,0.17897103376988700,-1.4205068635681000,65535,0.21395245,0.05933940294924480,33016516,5996448.5
0,0.14268358426025500,0.10566424667584400,0.09189924495406230,0.04215709827632130,0.030294453253299600,0.016672147749413700,0.012440249913743400,0.015121691,0.7324025,0.032836370702320800,0.018448157,0.0,3.02457503510927E-06,0.4405868207893320,-1.1219343791609100,65535,0.037205994,0.013266560853673400,33062496,1085652.4
1,0.12801356221771900,0.10499872676781300,0.09103742641034080,0.05846949469511250,0.15702161820265700,0.03854400451279360,0.01763266376553640,0.0061188675,0.701854,0.023836119649404300,0.009475852,0.0,3.02615389820369E-06,0.457385004790099,-0.9758752221595150,65535,0.037332103,0.016615051448047000,33045246,787670.44
1,0.1081126868408580,0.05284542203294500,0.028177003773713900,0.026858516464907500,0.257909458409381,0.018671266839461100,0.011378999217276000,0.0016784926,0.56952775,0.011476250322874500,0.004745556,0.0,3.02352328326087E-06,0.462919555806938,-0.9040419192551030,65535,0.017556624,0.010991898778824700,33073997,379565.47
1,0.29714725844576000,0.2637838245370340,0.24231211242244500,0.06200479443234120,0.060037028188824000,0.0310020723111311,0.02063927123445910,0.017196918,1.0,0.04054028456252200,0.021606775,0.0,0.0002328112928110870,0.45177787250812200,-1.0867053731552100,65535,0.050136734,0.017951056360491500,33073997,1340829.2
